,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
147621,1,1,3,5,12,23,124,12,23,90,936,3,9,1,4,5,
114092,2,1,3,5,20,61,1357,20,61,62,4193,5,42,1,3,3,
29948,2,1,3,1,13,310,59,13,172,367,894,4,7,1,3,3,
36474,2,1,3,7,15,254,13,15,93,45,5764,4,4,1,3,2,
97512,1,1,3,3,3,62,1213,3,398,230,3629,6,6,8,3,3,
82879,1,1,3,5,12,48,85,12,49,48,96,8,28,3,4,3,
132223,2,1,3,3,5,352,356,5,349,326,685,9,35,7,3,3,
76,1,1,4,3,8,36,71,8,36,36,76,3,9,1,3,3,
13384,2,1,1,1,8,287,38,8,286,179,1812,12,17,1,3,3,
37875,2,1,1,3,22,154,19,25,152,147,198,3,9,1,4,5,
135840,1,1,1,1,19,390,432,19,385,356,2946,5,5,1,2,5,
34803,2,1,1,3,5,56,103,5,103,100,2984,3,20,1,2,2,
39297,2,1,1,1,5,247,379,5,250,151,939,5,66,1,2,3,
105749,1,1,3,1,8,36,38,8,36,15,892,3,38,1,2,5,
55966,2,1,1,3,11,448,54,11,442,405,2752,3,9,1,3,2,
83446,1,1,3,3,5,171,67,5,39,162,223,5,42,1,4,3,
28141,1,1,3,3,5,226,1023,5,227,218,2878,7,11,6,6,2,
110533,1,1,1,3,3,4,2023,3,4,4,7245,4,4,1,3,3,
134178,1,1,3,5,5,118,508,5,115,240,2531,3,9,1,3,3,
73410,1,1,1,1,4,430,296,4,421,489,2988,14,27,1,3,3,
33602,2,1,1,1,11,103,45,11,99,97,122,19,46,1,5,3,
48875,2,1,1,3,5,109,1302,5,107,104,3995,3,9,6,3,3,
130077,2,1,3,1,13,306,59,13,82,82,98,1,24,1,6,3,
143672,1,1,3,1,6,145,99,6,143,139,187,12,17,1,3,3,
14746,1,1,3,1,20,236,59,20,238,107,963,17,31,1,2,3,
19794,2,1,1,3,13,122,1146,13,118,164,5351,12,17,1,3,2,
53553,1,1,1,1,5,42,728,5,43,42,1829,7,10,1,2,3,
2702,2,1,1,1,6,47,87,6,48,47,645,4,7,1,1,2,
148369,2,1,3,1,13,553,84,13,545,477,1798,4,4,14,2,5,
33600,2,1,3,1,9,28,61,9,28,28,811,3,3,1,4,3,
96691,2,1,1,3,5,159,219,5,156,151,2190,3,9,1,3,3,
19535,2,1,3,1,3,304,59,3,306,54,1054,4,4,1,2,3,
2882,2,1,4,1,15,282,87,15,491,429,1427,3,38,1,3,2,
56242,1,1,4,3,7,597,30,7,590,232,2393,3,93,1,5,3,
45258,1,1,1,1,6,104,957,6,382,25,5937,15,214,1,3,5,
67786,2,1,3,3,13,26,671,13,26,261,1639,10,105,1,4,2,
109588,1,1,3,3,4,514,1467,4,352,328,4545,1,1,1,6,3,
80319,2,1,3,3,6,131,87,6,128,50,1215,6,41,1,3,3,
29051,1,1,3,4,3,6,317,15,46,45,611,16,97,1,2,2,
81292,1,1,1,3,3,411,2031,3,407,54,6630,3,45,1,5,3,
149909,1,1,3,3,5,213,45,7,281,225,2679,1,24,8,3,2,
113711,1,1,4,3,3,4,1041,3,4,4,4496,1,1,1,7,2,
49033,1,1,3,3,5,42,157,5,43,42,3643,3,9,1,3,3,
70584,2,1,3,1,22,119,87,25,135,130,1542,2,60,1,2,3,
133252,2,1,3,3,4,143,19,4,352,328,624,6,6,12,3,3,
108376,2,1,3,3,11,108,526,6,8,8,1151,3,45,1,3,3,
144857,1,1,3,3,6,79,291,6,77,78,2419,7,10,1,2,2,
96959,1,1,3,5,22,238,40,25,241,493,1182,1,1,1,2,2,
91458,2,1,1,5,5,43,617,5,44,43,1420,4,4,1,3,5,
143647,2,1,3,5,13,189,819,13,82,82,2119,9,35,1,3,3,
23027,2,1,3,3,12,161,23,12,174,201,1117,8,215,1,3,2,
140603,1,1,1,3,11,183,918,11,181,175,2491,7,11,2,3,3,
85447,1,1,3,1,7,13,428,7,13,13,863,4,70,1,1,3,
93559,1,1,4,3,5,58,1472,5,58,59,4563,17,31,1,3,3,
63093,2,1,2,3,8,270,1358,8,231,222,4198,23,63,1,5,2,
143949,1,1,4,3,17,584,49,11,522,463,7210,3,45,8,6,4,
111631,1,1,1,3,8,149,1134,8,147,142,3632,6,6,1,3,5,
95182,1,1,3,1,8,149,197,8,147,142,5621,3,9,1,1,2,
38763,1,1,3,3,8,276,90,8,269,258,1883,4,4,1,4,6,
126313,2,1,1,3,5,101,182,5,190,184,262,3,9,2,5,3,
24710,1,1,3,1,1,14,14,1,64,66,2112,1,8,3,3,2,
80618,2,2,1,1,5,157,338,5,155,150,4824,13,8,1,2,2,
56918,2,1,1,1,5,142,34,5,139,135,6912,6,55,1,3,3,
3529,1,1,1,3,11,244,59,11,246,408,1065,1,24,1,3,3,
107720,2,1,4,1,3,78,49,3,76,6,519,5,48,1,2,2,
95887,1,1,3,3,3,9,765,3,9,9,2926,7,11,1,3,2,
133566,1,1,1,3,8,372,65,8,403,423,1209,6,41,1,4,3,
67557,1,1,1,3,22,138,675,25,135,341,1654,12,17,1,5,2,
24360,1,1,3,1,5,157,67,5,155,319,141,7,62,1,2,2,
19311,2,1,3,3,4,37,5,4,37,37,5,12,17,1,3,2,
38692,1,1,1,3,5,377,1197,5,107,520,3561,7,10,1,3,5,
37189,2,1,4,3,22,238,14,25,241,229,5782,22,91,6,5,4,
21069,2,1,1,3,5,159,219,5,156,151,2190,3,3,1,5,3,
64777,1,1,2,3,11,440,54,11,433,397,2021,3,9,1,2,3,
58157,2,1,4,1,23,403,84,22,400,368,831,5,66,1,3,5,
97814,2,1,1,3,6,8,297,6,8,8,6013,4,4,4,4,2,
110983,2,1,3,1,15,207,61,15,239,186,1228,24,67,1,3,2,
130062,1,1,1,3,5,494,1802,5,584,502,5846,21,53,1,4,3,
76164,2,1,1,3,5,352,45,5,349,326,619,3,20,1,3,3,
77792,2,1,1,3,5,308,38,5,310,93,500,12,17,1,4,3,
54080,1,1,3,1,21,130,68,21,222,215,323,5,42,1,1,3,
62599,2,1,1,1,21,528,245,21,521,450,2873,3,3,1,2,3,
67232,1,1,3,4,9,18,437,9,18,18,924,4,4,1,7,3,
43095,2,1,3,3,22,73,14,1,64,114,496,3,45,1,4,5,
9450,2,1,3,5,20,354,1189,20,353,107,3904,24,67,1,3,2,
4974,2,2,3,1,5,495,586,5,255,247,2711,13,103,5,6,2,
13339,1,1,1,3,5,31,132,5,31,218,171,5,42,1,3,3,
7255,1,1,1,3,1,14,255,1,14,123,1203,4,4,1,5,3,
137010,1,1,1,3,16,82,89,16,80,81,1764,3,9,6,3,3,
124678,2,1,3,1,3,304,59,3,306,54,1054,9,35,1,5,3,
37155,1,1,3,1,11,141,830,11,138,134,2155,3,45,2,2,3,
37245,2,1,4,3,6,332,1112,6,22,22,3276,3,19,1,4,3,
82544,1,1,3,1,2,362,19,2,369,336,704,3,45,1,2,5,
12937,2,1,1,3,9,203,38,9,200,193,1445,2,2,1,3,3,
114917,1,1,4,3,6,8,33,6,8,8,3132,9,21,1,3,2,
45339,2,1,2,1,13,421,548,13,414,428,1221,6,55,1,2,3,
19938,2,1,1,3,8,587,11,8,275,60,421,3,3,1,3,4,
40227,2,1,4,3,8,326,115,8,202,33,554,15,152,1,3,2,
113063,2,1,2,1,10,536,404,10,528,444,1633,5,42,1,4,5,
80666,2,1,1,3,8,15,38,8,15,15,941,5,48,1,2,2,
103123,1,1,3,3,7,13,13,7,13,13,13,7,11,1,1,2,
62871,2,1,1,3,6,8,561,6,8,8,1943,4,4,2,3,2,
147252,2,1,3,5,20,354,326,20,353,107,625,4,4,1,3,3,
4708,1,1,3,3,20,266,375,20,238,107,2620,17,31,1,3,2,
39904,1,1,4,3,12,23,156,12,23,23,3549,7,10,5,3,3,
24408,1,1,1,3,15,426,820,17,338,314,2126,7,10,1,3,2,
122169,2,1,1,3,3,35,87,3,35,35,204,14,27,1,2,2,
79547,1,1,3,7,15,223,87,15,221,214,1375,1,59,1,4,3,
95279,1,1,4,3,6,25,257,6,25,50,6654,1,1,1,4,2,
66989,1,1,3,1,8,318,11,8,319,301,524,1,1,1,5,3,
139324,2,1,1,5,8,220,49,8,218,85,316,11,79,1,4,3,
132002,1,1,1,3,1,65,566,1,64,66,1286,7,47,1,6,2,
49079,1,1,1,3,22,119,79,25,116,132,5934,3,45,3,3,3,
62738,2,1,4,1,11,547,73,11,538,472,1747,5,5,1,2,3,
122748,1,1,3,3,20,379,544,20,475,107,1208,7,10,2,4,3,
147747,2,1,3,3,3,169,3,3,167,3,5820,3,3,1,4,2,
117510,2,1,3,3,7,523,74,7,514,458,1517,17,72,1,2,3,
32208,1,1,3,1,18,570,518,18,559,491,1919,15,32,3,3,3,
90964,2,1,2,3,24,560,19,23,390,359,775,6,55,1,4,4,
108337,1,1,3,5,9,162,167,9,159,166,550,7,47,16,2,3,
38975,2,1,2,1,8,276,49,8,269,258,423,4,7,1,1,2,
124507,2,1,3,3,8,220,783,8,269,258,6791,9,21,1,3,5,
128858,2,1,3,3,12,23,973,12,174,201,2692,3,9,1,3,3,
87280,2,1,1,3,3,52,4,3,130,64,425,1,33,1,2,3,
78673,1,1,2,1,17,175,135,17,615,454,2820,2,74,18,3,2,
51020,1,1,4,3,6,8,13,6,8,8,6403,4,4,9,5,2,
110045,1,1,1,3,8,534,65,8,342,318,1319,17,31,1,4,3,
103757,1,1,1,1,6,455,99,6,451,139,1082,4,4,1,4,2,
67426,1,1,1,3,23,81,84,22,79,80,95,11,30,1,3,5,
85326,2,1,3,4,4,143,435,4,294,377,878,14,23,5,3,2,
28087,2,1,4,1,23,160,38,22,157,152,206,5,80,1,3,3,
118676,2,1,3,1,5,259,59,5,179,171,708,2,2,1,4,3,
22663,1,1,1,3,8,276,323,8,269,258,618,3,9,2,3,3,
89603,2,1,3,5,5,42,61,5,43,42,125,5,48,1,2,2,
63442,2,1,1,1,11,93,45,11,498,145,1429,19,40,1,3,3,
27606,2,1,4,3,6,330,99,6,189,183,260,14,71,1,4,3,
29430,1,1,3,3,15,107,1797,15,104,101,5830,1,1,1,2,3,
128561,1,1,1,1,5,247,73,5,250,151,606,3,3,1,2,4,
114235,1,1,3,1,3,52,4,3,53,53,57,1,33,1,2,3,
4112,2,1,1,3,1,190,255,1,188,182,1809,4,4,1,4,2,
111036,1,1,1,3,3,69,2117,6,8,8,6883,3,9,1,5,5,
24621,2,1,3,3,16,334,89,16,333,255,3519,5,42,1,3,3,
112793,2,1,3,3,17,166,157,17,164,68,217,3,20,2,3,2,
46153,1,1,1,1,1,65,14,1,64,66,2112,1,24,1,4,2,
34882,1,1,4,1,1,114,45,1,111,108,366,5,5,1,2,5,
81865,2,1,1,3,22,439,136,25,135,130,4070,2,2,1,3,2,
134103,2,1,1,3,5,157,381,5,155,150,747,4,4,1,3,5,
44864,2,1,3,3,3,411,106,3,41,41,3786,10,14,2,3,3,
15722,1,1,1,3,22,119,136,25,116,132,177,3,9,1,3,3,
119480,2,1,3,3,11,391,422,11,246,408,3924,2,2,1,3,2,
125346,1,1,1,3,1,322,14,1,323,305,537,6,6,1,3,3,
143242,2,1,3,3,5,247,94,5,250,39,368,3,9,1,2,3,
61937,2,1,1,1,8,410,11,8,406,374,856,4,4,21,3,2,
133954,2,1,4,3,14,241,247,14,243,233,125,4,4,1,3,2,
4429,1,1,4,3,6,10,10,6,10,10,10,3,9,1,4,4,
87295,2,1,3,1,13,122,45,13,118,295,3630,3,20,2,2,2,
15083,2,1,1,1,17,408,135,17,404,372,851,12,17,2,3,3,
111391,1,1,3,3,3,6,68,3,6,6,440,3,45,1,3,4,
62263,2,1,3,3,11,183,114,11,181,145,1429,3,19,5,2,3,
76244,2,1,3,1,8,214,67,8,211,204,2819,5,5,1,2,2,
49074,1,1,1,1,24,111,38,23,108,105,976,5,80,1,2,2,
96073,1,1,3,4,17,246,225,17,249,55,367,1,24,1,3,2,
136743,2,1,3,5,20,316,538,20,302,62,2884,5,5,1,3,3,
105641,1,1,2,1,13,264,59,13,267,257,2627,4,70,1,2,5,
5557,2,1,3,3,3,442,63,3,529,64,1645,11,30,14,2,5,
140291,2,1,3,3,3,69,156,3,68,4,216,9,13,2,4,3,
76989,2,1,1,1,8,499,65,8,290,275,1330,6,6,1,2,2,
78411,1,1,4,3,5,359,99,5,359,333,1426,9,35,1,3,3,
1057,1,1,3,3,12,97,132,12,57,23,171,5,5,1,3,2,
32731,2,1,3,3,4,456,377,4,505,486,1969,3,9,1,3,3,
116921,1,1,4,1,22,174,14,25,151,243,375,1,24,1,5,2,
28697,1,1,1,3,16,355,327,16,354,329,2612,4,7,1,3,3,
19711,1,1,4,1,15,314,108,15,317,268,1516,6,6,1,3,3,
51700,2,1,3,1,3,158,87,3,280,41,1018,5,48,1,3,2,
88071,2,1,3,3,14,200,45,14,196,438,3036,18,37,1,3,2,
81788,2,1,1,1,18,512,614,18,499,364,1417,9,13,1,3,3,
38938,1,1,3,5,5,483,11,5,226,217,329,1,1,1,2,5,
44340,2,1,3,3,14,324,45,14,393,362,1108,22,57,1,5,4,
115973,1,1,2,3,8,433,65,8,423,275,959,1,1,1,5,3,
20321,2,1,3,3,13,310,59,13,172,367,894,12,17,1,3,2,
143988,1,1,3,4,4,380,290,4,141,137,538,11,144,1,3,3,
98094,1,1,3,3,7,592,45,7,514,458,3450,2,2,2,3,5,
30052,2,1,3,1,13,310,87,13,172,474,1782,24,67,1,2,5,
139166,1,1,3,3,8,94,45,8,269,258,2359,11,30,6,3,5,
115557,1,1,4,7,15,45,436,15,46,45,1314,1,1,1,4,2,
20414,2,1,1,1,9,147,61,9,145,140,1390,19,46,1,2,3,
497,2,1,1,3,22,138,54,25,135,130,175,3,9,1,3,2,
59757,2,1,1,3,11,399,333,11,560,397,2123,3,9,6,2,2,
141566,1,1,3,3,24,323,19,23,324,370,840,3,45,1,3,4,
66599,2,1,3,5,5,56,341,5,103,191,2381,3,9,1,3,3,
7337,2,1,1,1,5,180,45,5,402,371,955,12,17,1,2,3,
1952,1,1,1,3,9,18,38,9,18,18,996,4,4,1,3,2,
63645,2,1,3,5,5,215,38,5,212,205,308,3,9,1,3,3,
74217,2,1,1,1,8,149,197,8,147,142,5621,3,20,1,2,3,
112711,1,1,3,3,5,66,182,5,65,67,6600,1,24,1,3,3,
133918,2,1,1,3,5,136,103,5,39,39,2004,4,4,1,3,3,
128131,2,1,3,1,24,309,19,23,146,285,485,3,45,1,3,4,
45199,1,1,1,3,11,244,59,11,246,408,1431,17,31,1,3,5,
123601,1,1,3,3,6,79,86,6,77,78,1170,7,11,1,3,3,
43140,1,1,1,3,18,288,142,18,426,263,968,1,1,6,4,2,
131049,1,1,1,3,5,56,2038,5,103,100,6648,1,1,1,2,2,
29896,1,1,4,3,1,14,72,1,14,123,1490,7,47,1,3,3,
108118,2,1,3,3,24,228,19,23,229,219,641,11,30,1,3,3,
74369,1,1,1,1,5,11,11,5,11,11,11,1,1,1,2,2,
25569,2,1,3,3,13,176,26,13,51,365,5125,10,65,1,2,3,
13842,2,1,1,3,6,191,343,6,565,207,4650,10,14,1,3,3,
39426,2,1,3,3,6,8,1805,6,8,8,5858,5,5,1,4,3,
51059,2,1,2,1,18,55,308,18,55,56,587,6,6,1,2,3,
140725,2,1,3,3,6,83,4,3,529,64,1820,9,21,1,2,3,
103332,1,1,1,3,1,14,72,1,14,123,1490,7,10,1,2,3,
57840,1,1,1,3,6,455,1065,6,451,139,4869,3,9,1,3,3,
29124,2,1,3,1,23,248,84,22,251,239,369,4,7,1,2,3,
25762,1,1,4,1,15,92,30,15,266,251,3400,17,72,1,2,3,
75967,1,1,3,4,4,380,140,4,141,137,184,1,24,1,3,3,
87114,2,1,3,4,13,134,1235,13,131,126,3718,4,4,1,3,5,
70818,1,1,3,1,4,420,5,4,413,382,5,1,1,1,3,5,
13798,1,1,1,3,8,326,193,8,202,33,286,1,1,1,3,3,
78844,2,1,3,1,3,169,1365,3,167,3,4217,4,4,1,4,3,
17311,2,1,4,3,13,189,59,13,187,473,1765,14,23,2,3,3,
123100,1,1,4,1,6,131,1483,6,128,69,4586,3,9,1,3,5,
108506,1,1,1,3,9,386,45,9,38,38,3298,7,10,1,3,3,
17888,2,1,3,3,3,9,153,3,9,9,5172,15,32,1,5,2,
5713,2,1,1,3,8,205,858,8,342,318,2241,11,30,1,4,5,
92313,2,1,3,4,5,215,38,5,212,205,308,3,9,1,3,3,
138944,1,1,1,1,21,255,45,21,262,249,389,1,1,1,4,2,
34504,2,1,1,3,5,221,61,5,219,212,318,5,22,1,4,4,
47887,2,1,3,3,3,52,4,3,53,53,57,5,66,1,3,3,
135670,2,1,3,4,3,62,753,3,398,230,2889,3,45,1,3,4,
126748,2,1,4,3,5,66,82,5,65,67,2335,3,9,1,2,3,
149307,1,1,3,3,8,276,847,8,269,258,2200,1,1,1,7,2,
147665,1,1,3,2,9,218,179,27,184,177,255,2,68,1,2,3,
64623,1,1,3,7,28,217,67,28,215,208,114,5,5,1,4,2,
124351,2,1,3,1,15,45,61,15,46,45,2115,30,133,1,2,3,
66996,1,1,4,3,14,241,247,14,243,233,125,4,4,1,5,2,
19012,1,1,1,3,7,13,332,7,13,13,634,1,8,1,1,2,
56198,2,1,1,3,6,260,99,6,263,254,1784,3,20,1,2,3,
19238,2,1,3,1,8,595,1064,8,587,36,5295,10,25,9,3,3,
77250,2,1,1,3,8,149,38,8,147,142,591,12,17,1,4,3,
136754,1,1,4,3,16,261,466,16,431,395,982,15,82,1,2,3,
133375,1,1,3,1,11,412,135,11,408,376,1906,4,7,2,2,2,
99037,1,1,1,3,5,252,38,5,254,244,691,4,4,1,2,3,
117611,1,1,3,3,12,97,67,12,57,23,114,1,1,1,2,2,
93146,2,1,4,3,3,69,59,3,68,4,444,1,24,1,4,2,
155,2,1,2,3,18,125,121,18,121,118,155,12,17,1,4,2,
90044,1,1,4,3,8,206,208,8,203,196,6637,3,45,1,4,2,
120268,2,1,3,1,18,551,30,18,543,475,1783,19,40,1,3,2,
4097,1,1,1,3,11,383,157,11,377,351,2401,5,42,1,3,5,
69491,2,1,1,3,1,190,255,1,14,123,1199,3,45,1,3,5,
37916,1,1,1,1,5,337,85,5,97,95,96,5,5,1,3,2,
102443,2,1,4,6,9,415,73,9,411,380,1264,14,27,3,4,2,
30537,1,1,3,3,5,43,1784,5,44,43,5771,17,31,1,3,2,
76653,1,1,1,4,5,259,341,5,179,171,2972,21,53,12,2,5,
110262,2,1,1,1,11,21,64,11,21,21,1224,2,68,1,2,3,
9622,2,1,3,7,15,96,61,15,93,45,199,19,40,6,3,2,
96324,2,1,4,1,15,173,436,15,170,429,5522,5,22,1,2,2,
54792,1,1,4,7,15,173,101,15,170,429,1254,1,1,1,2,2,
70172,2,1,3,3,15,207,291,3,6,6,539,9,35,1,3,3,
26628,2,1,1,1,11,370,1410,11,300,284,4377,5,42,1,2,3,
61211,2,1,3,3,5,39,11,5,226,217,329,9,13,1,3,3,
38574,1,1,2,2,31,545,1689,31,668,316,5385,2,2,1,3,3,
66042,2,1,2,1,6,260,351,6,263,254,5159,15,32,1,1,2,
39160,1,1,3,3,15,45,401,3,6,6,2540,7,11,1,4,3,
60598,1,1,3,1,7,240,30,7,242,232,356,1,8,1,6,2,
61921,2,1,3,5,24,323,19,23,324,370,840,3,20,1,4,3,
69794,2,1,3,4,4,473,140,4,465,418,4399,17,72,1,4,3,
141148,1,1,4,3,6,25,87,6,25,50,491,1,24,1,2,3,
139952,1,1,3,3,3,158,106,3,280,41,3500,5,5,1,2,3,
45108,2,1,1,3,5,142,324,5,139,135,1329,4,4,1,3,3,
92211,2,1,4,1,22,155,230,25,153,245,378,14,122,1,2,3,
116112,2,1,1,7,15,344,117,15,223,216,3073,3,45,1,3,3,
795,1,1,4,3,22,138,14,25,135,341,693,5,22,1,4,2,
17951,1,1,1,3,1,14,1066,1,14,14,3066,1,24,12,3,2,
114327,1,1,3,2,4,231,346,4,129,125,662,7,10,8,3,5,
149799,2,1,1,3,23,610,38,22,608,508,3241,2,74,1,3,3,
141558,1,1,4,3,3,52,132,3,53,53,171,5,5,1,3,2,
57986,2,1,2,3,24,111,109,23,108,105,3604,21,111,18,3,1,
17354,2,1,3,1,6,25,87,6,25,50,491,6,6,1,3,5,
141378,1,1,3,3,3,6,483,3,76,6,3245,7,11,1,6,2,
6078,1,1,2,3,8,433,65,8,423,275,959,1,1,1,3,2,
25940,2,1,1,3,8,587,11,8,275,60,421,9,13,4,2,3,
93089,2,1,1,3,6,25,139,6,25,50,268,4,7,1,3,2,
28091,2,1,1,3,9,415,1249,9,411,380,3777,10,25,13,5,3,
17859,1,1,3,3,3,9,13,3,9,9,2442,1,1,1,3,5,
6687,1,1,3,3,3,9,13,3,9,9,3242,1,1,2,2,2,
134599,2,1,1,3,9,277,45,9,429,530,4640,12,17,6,3,3,
101738,2,1,3,1,3,52,4,3,53,53,57,5,77,1,3,3,
72299,2,1,1,1,8,15,38,8,15,15,941,5,80,1,2,3,
98517,1,1,3,3,9,386,36,9,159,166,2240,3,45,1,3,5,
73432,2,1,3,1,3,575,552,3,68,4,1229,11,30,1,2,5,
101009,2,1,3,3,11,350,44,3,276,35,5141,19,104,1,2,2,
57755,2,1,3,1,5,144,142,5,142,138,582,15,82,1,3,3,
77622,1,1,4,5,6,17,992,6,17,17,2781,1,1,1,1,2,
78992,1,1,3,3,2,422,36,2,369,336,4838,3,9,1,2,2,
92462,2,1,1,3,9,415,59,9,411,380,2286,14,27,1,3,3,
49197,2,1,3,1,3,9,13,3,9,9,3565,3,9,1,3,3,
132231,2,1,1,3,3,41,49,3,41,41,1064,4,7,1,5,3,
43395,1,1,3,1,9,147,143,9,145,140,190,8,28,1,2,3,
58478,2,1,3,3,13,134,45,13,131,220,334,2,60,1,2,3,
55712,2,1,4,3,3,124,68,3,6,6,5423,3,45,1,2,4,
60632,1,1,1,3,6,455,1065,6,451,139,4869,4,7,1,3,2,
88729,1,1,3,1,9,24,38,9,42,24,574,3,9,1,2,3,
19469,1,1,3,4,24,148,19,23,146,285,485,6,81,1,3,5,
28184,2,2,1,3,5,495,293,5,255,247,1726,13,85,1,4,3,
39154,2,1,3,1,15,263,519,15,260,251,1129,12,17,1,2,2,
92443,2,1,1,1,17,67,135,16,217,210,315,12,17,1,2,3,
94087,2,1,3,3,5,159,94,5,250,151,368,3,9,1,3,3,
36044,2,1,3,1,24,111,816,23,108,105,2269,15,58,1,2,3,
93632,2,1,3,3,22,138,54,25,135,130,188,3,9,1,3,3,
12012,1,1,3,3,3,9,52,3,76,6,4371,11,30,1,3,5,
141326,1,1,3,3,8,343,1849,8,342,318,6017,4,7,1,3,2,
141197,2,1,3,4,3,169,59,3,167,3,557,17,31,1,4,3,
94774,1,1,4,3,3,9,297,3,9,9,2295,7,11,2,5,2,
72085,1,1,4,4,15,105,1543,15,100,98,4804,7,11,1,2,2,
56898,2,1,3,1,1,14,14,1,14,14,14,8,12,9,2,2,
53330,1,1,4,3,3,278,252,3,276,35,888,10,167,2,7,2,
138294,1,1,1,3,17,246,225,17,249,55,367,1,1,1,4,5,
124522,1,1,4,3,5,294,283,5,279,266,2547,1,24,1,5,2,
48924,2,1,4,3,6,455,99,6,451,139,1082,4,4,19,3,2,
88079,1,1,3,3,5,352,341,5,349,326,7308,4,70,1,3,3,
33734,1,1,1,1,17,307,135,17,309,293,499,17,75,1,3,2,
112438,1,1,1,3,6,8,33,6,8,8,6320,4,7,1,1,3,
50502,1,1,1,1,9,518,38,9,557,487,1896,2,2,1,3,2,
75281,2,1,3,1,19,348,574,19,361,93,1295,5,5,1,3,3,
147967,1,1,3,1,8,300,11,8,301,89,483,9,36,8,2,3,
126911,1,1,3,3,5,56,130,5,103,100,2492,7,10,1,3,3,
148987,1,1,1,3,17,54,135,17,510,454,1488,17,75,1,4,5,
124817,1,1,3,3,18,331,335,18,329,523,5161,1,1,1,4,2,
85688,2,1,4,3,6,47,8,6,48,47,1092,4,7,1,3,3,
28052,2,1,1,3,8,407,397,8,301,89,1622,4,7,1,4,2,
38430,2,1,1,3,5,259,293,5,179,171,1571,21,53,2,2,2,
3335,1,1,3,3,12,161,809,12,174,23,2077,7,62,1,4,3,
143997,2,1,4,7,28,217,477,28,215,208,1007,5,5,1,3,5,
1628,1,1,3,3,13,50,59,13,51,194,843,4,4,1,3,3,
147228,1,1,1,3,7,274,30,7,274,232,420,1,8,1,5,2,
71569,2,1,3,3,8,149,38,8,147,142,591,12,17,1,3,2,
39643,1,1,3,1,30,258,637,30,303,286,4216,4,4,1,2,4,
41051,1,1,3,3,5,58,714,5,58,59,3464,1,1,1,6,2,
67529,1,1,3,1,4,351,296,4,348,324,1297,8,28,1,2,3,
49012,1,1,2,3,6,209,99,6,205,199,293,4,4,1,3,3,
111041,2,1,3,1,12,30,67,12,381,30,141,5,42,1,2,3,
97547,2,1,1,1,21,445,90,21,501,450,5980,6,6,1,2,4,
10183,2,1,1,1,5,358,283,12,169,163,533,3,3,1,3,2,
70190,1,1,1,3,17,408,135,17,404,372,851,17,75,1,3,3,
80849,1,1,4,3,25,117,59,24,114,111,2253,1,24,1,6,2,
48445,1,1,1,4,9,392,59,9,388,358,767,17,31,1,2,3,
34505,1,1,1,3,6,12,133,6,12,8,4159,3,9,1,3,3,
131975,2,1,3,4,7,366,808,7,281,458,2068,19,104,1,2,3,
28558,2,1,4,3,6,104,440,6,8,8,3813,3,9,1,3,3,
95922,2,1,3,1,8,245,11,8,247,237,832,3,39,1,3,4,
122133,1,1,1,4,7,233,45,7,235,225,3739,10,18,1,5,2,
112786,2,1,1,5,1,182,14,1,484,73,1353,6,41,12,5,3,
84834,2,1,3,3,21,528,23,21,521,462,7479,21,217,1,7,2,
90910,2,1,1,3,6,561,71,6,551,310,2724,6,6,1,3,3,
77395,2,1,3,3,7,240,157,7,126,13,4308,3,20,1,3,2,
82412,2,1,1,3,11,341,135,11,339,315,593,23,63,1,2,2,
19763,2,1,3,3,8,74,11,8,72,74,470,22,91,6,3,5,
36125,1,1,3,1,24,319,87,23,320,302,529,6,55,1,2,4,
110413,1,1,3,3,5,101,341,5,190,334,6210,4,70,6,3,2,
21614,2,1,1,3,24,309,87,23,311,294,501,3,38,1,3,3,
122547,2,1,1,3,14,541,54,14,509,40,1483,9,36,1,2,5,
79051,2,1,3,3,13,134,59,13,51,194,843,4,4,1,3,2,
123706,1,1,1,1,14,311,47,14,312,296,503,1,24,1,6,2,
119810,2,1,1,3,6,140,2107,6,137,133,6847,4,4,1,3,2,
64808,1,1,3,3,21,130,320,21,127,325,5710,21,111,1,3,3,
136954,1,1,3,3,7,571,30,7,561,232,1930,1,8,12,4,3,
90287,2,1,3,1,18,286,142,18,285,271,447,12,17,1,2,3,
10336,2,1,1,3,6,131,392,6,128,50,806,3,9,1,2,2,
16464,1,1,3,1,7,366,12,7,281,225,4206,8,28,1,3,3,
1286,2,1,1,3,11,448,340,11,442,405,1040,4,7,1,2,2,
17418,1,1,2,3,17,503,135,17,510,454,1488,17,75,1,2,2,
43384,2,1,1,5,6,8,33,6,8,8,1981,4,7,2,3,3,
130145,2,1,3,3,24,519,19,23,389,285,774,3,20,1,4,2,
99331,1,1,3,3,5,294,67,5,279,266,549,1,1,8,3,2,
108989,2,1,3,3,5,7,107,5,7,7,4515,3,45,2,4,3,
117703,2,2,3,1,5,345,1816,5,219,43,6426,13,7,1,5,3,
45812,2,1,3,3,8,90,141,8,88,87,186,11,30,1,4,5,
1916,2,1,1,3,4,413,498,4,409,378,1399,1,1,1,2,2,
50339,1,1,3,3,5,7,1751,5,7,437,5643,4,7,12,5,6,
